source_abs;target_abs;kind;collision;status;detail
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/10.mp4;/mnt/synology/video/Kids/TV Shows/Монстры за работой (2021) {tvdb-362280}/Season 01/Монстры за работой (2021) - s01e10.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/1.mp4;/mnt/synology/video/Kids/TV Shows/Monsters at Work (2021) {tvdb-362280}/Season 01/Monsters at Work (2021) - s01e01.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/2.mp4;/mnt/synology/video/Kids/TV Shows/Монстры за работой (2021) {tvdb-362280}/Season 01/Монстры за работой (2021) - s01e02.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/3.mp4;/mnt/synology/video/Kids/TV Shows/Monsters at Work (2021) {tvdb-362280}/Season 01/Monsters at Work (2021) - s01e03.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/4.mp4;/mnt/synology/video/Kids/TV Shows/Монстры за работой (2021) {tvdb-362280}/Season 01/Монстры за работой (2021) - s01e04.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/5.mp4;/mnt/synology/video/Kids/TV Shows/Monsters at Work (2021) {tvdb-362280}/Season 01/Monsters at Work (2021) - s01e05.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/6.mp4;/mnt/synology/video/Kids/TV Shows/Монстры за работой (2021) {tvdb-362280}/Season 01/Монстры за работой (2021) - s01e06.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/7.mp4;/mnt/synology/video/Kids/TV Shows/Монстры за работой (2021) {tvdb-362280}/Season 01/Монстры за работой (2021) - s01e07.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/8.mp4;/mnt/synology/video/Kids/TV Shows/Монстры за работой (2021) {tvdb-362280}/Season 01/Монстры за работой (2021) - s01e08.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Монстры за работой/9.mp4;/mnt/synology/video/Kids/TV Shows/Монстры за работой (2021) {tvdb-362280}/Season 01/Монстры за работой (2021) - s01e09.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Корпорация монстров/Университет_монстров_Дублированныйq720.mp4;/mnt/synology/video/Kids/Movies/Monsters University (2013) {imdb-tt1453405}/Monsters University (2013) {imdb-tt1453405}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Кот в сапогах/Кот_в_сапогах_2__Последнее_желание_TVShowsq720.mp4;/mnt/synology/video/Kids/Movies/Puss in Boots The Last Wish (2022) {imdb-tt3915174}/Puss in Boots The Last Wish (2022) {imdb-tt3915174}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Кот в сапогах/Кот в сапогах (Дублированный)[q720].mp4;/mnt/synology/video/Kids/Movies/Кот в сапогах (1968) {imdb-tt3454556}/Кот в сапогах (1968) {imdb-tt3454556}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Котенок гав/1.mp4;/mnt/synology/video/Kids/TV Shows/Котёнок по имени Гав (1976) {tvdb-178061}/Season 01/Котёнок по имени Гав (1976) - s01e01.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Котенок гав/2.mp4;/mnt/synology/video/Kids/TV Shows/Котёнок по имени Гав (1976) {tvdb-178061}/Season 01/Котёнок по имени Гав (1976) - s01e02.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Котенок гав/3.mp4;/mnt/synology/video/Kids/TV Shows/Котёнок по имени Гав (1976) {tvdb-178061}/Season 01/Котёнок по имени Гав (1976) - s01e03.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Котенок гав/4.mp4;/mnt/synology/video/Kids/TV Shows/Котёнок по имени Гав (1976) {tvdb-178061}/Season 01/Котёнок по имени Гав (1976) - s01e04.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Котенок гав/5.mp4;/mnt/synology/video/Kids/TV Shows/Котёнок по имени Гав (1976) {tvdb-178061}/Season 01/Котёнок по имени Гав (1976) - s01e05.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Красавица_и_чудовище_Дублированный_Провайдер_2q480.mp4;/mnt/synology/video/Kids/Movies/Красавица и чудовище (2017) {imdb-tt2771200}/Красавица и чудовище (2017) {imdb-tt2771200}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Кунг-Фу Панда/Кунг_фу_панда_Полное_дублирование_Пифагор_Провайдер_2q720.mp4;/mnt/synology/video/Kids/Movies/Kung Fu Panda (2008) {imdb-tt0441773}/Kung Fu Panda (2008) {imdb-tt0441773}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/из_Альтернативной_Вселенной_Приключения_в.mp4;/mnt/synology/video/Kids/Movies/Леди Баг и Супер-Кот Приключения в альтернативной вселенной (2024) {imdb-tt29259099}/Леди Баг и Супер-Кот Приключения в альтернативной вселенной (2024) {imdb-tt29259099}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Лондон_На_краю_времени_｜_2024_｜_1080p.mp4;/mnt/synology/video/Kids/Movies/London At the Edge of Time (2024) {imdb-tt13701202}/London At the Edge of Time (2024) {imdb-tt13701202}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Нью_Йорк_Союз_героев_Дублированныйs1s1q720.mp4;/mnt/synology/video/Kids/TV Shows/Miraculous Tales of Ladybug & Cat Noir (2015) {tmdb-135531}/Season 01/Miraculous Tales of Ladybug & Cat Noir (2015) - s01e01.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Пробуждение_Дублированныйq720.mp4;/mnt/synology/video/Kids/Movies/Леди Баг и Супер-Кот Пробуждение силы (2023) {imdb-tt10364034}/Леди Баг и Супер-Кот Пробуждение силы (2023) {imdb-tt10364034}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/10.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e10.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/11.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e11.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/12.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e12.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/13.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e13.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/14.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e14.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/15.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e15.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/16.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e16.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/17.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e17.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/18.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e18.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/19.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e19.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/1.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e01.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/20.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e20.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/21.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e21.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/22.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e22.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/23.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e23.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/24.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e24.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/25.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e25.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/26.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e26.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/2.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e02.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/3.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e03.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/4.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e04.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/5.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e05.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/6.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e06.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/7.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e07.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/8.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e08.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 1/9.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 01/Леди-Баг (2015) - s01e09.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/0.mp4;/mnt/synology/video/Kids/TV Shows/Леди Баг и Супер-Кот (2015) {tvdb-302218}/Season 02/Леди Баг и Супер-Кот (2015) - s02e00.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/10.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e10.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/11.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e11.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/12.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e12.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/13.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e13.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/14.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e14.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/15.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e15.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/16.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e16.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/17.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e17.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/18.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e18.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/19.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e19.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/1.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e01.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/20.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e20.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/21.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e21.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/22.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e22.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/23.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e23.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/24.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e24.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/25.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e25.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/26.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e26.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/2.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e02.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/3.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e03.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/4.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e04.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/5.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e05.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/6.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e06.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/7.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e07.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/8.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e08.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 2/9.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 02/Леди-Баг (2015) - s02e09.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/10.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e10.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/11.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e11.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/12.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e12.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/13.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e13.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/14.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e14.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/15.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e15.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/16.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e16.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/17.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e17.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/18.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e18.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/19.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e19.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/1.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e01.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/20.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e20.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/21.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e21.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/22.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e22.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/23.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e23.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/24.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e24.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/25.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e25.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/26.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e26.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/27.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e27.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/28.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e28.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/2.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e02.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/3.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e03.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/4.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e04.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/5.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e05.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/6.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e06.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/7.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e07.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/8.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e08.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 3/9.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 03/Леди-Баг (2015) - s03e09.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 4/10.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 04/Леди-Баг (2015) - s04e10.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 4/11.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 04/Леди-Баг (2015) - s04e11.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 4/12.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 04/Леди-Баг (2015) - s04e12.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 4/13.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 04/Леди-Баг (2015) - s04e13.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 4/14.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 04/Леди-Баг (2015) - s04e14.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 4/15.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 04/Леди-Баг (2015) - s04e15.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Леди-Баг/Сезон 4/16.mp4;/mnt/synology/video/Kids/TV Shows/Леди-Баг (2015) {tvdb-302218}/Season 04/Леди-Баг (2015) - s04e16.mp4;tv_show;no;skipped_missing_source;source not found
