source_abs;target_abs;kind;title;year;season;episode;tmdb_id;tag;collision
/mnt/synology/video/Детское/101_далматинец_Перевод_1_Провайдер_2q720.mp4;/mnt/synology/video/Kids/Movies/101 Dalmatians (1996) {imdb-tt0115433}/101 Dalmatians (1996) {imdb-tt0115433}.mp4;film;101 Dalmatians;1996;;;11674;{imdb-tt0115433};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/10.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e10.mkv;tv_show;Paw Patrol;2013;1;10;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/11.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e11.mkv;tv_show;Paw Patrol;2013;1;11;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/12.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e12.mkv;tv_show;Paw Patrol;2013;1;12;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/13.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e13.mkv;tv_show;Paw Patrol;2013;1;13;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/14.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e14.mkv;tv_show;Paw Patrol;2013;1;14;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/15.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e15.mkv;tv_show;Paw Patrol;2013;1;15;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/16.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e16.mkv;tv_show;Paw Patrol;2013;1;16;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/17.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e17.mkv;tv_show;Paw Patrol;2013;1;17;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/18.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e18.mkv;tv_show;Paw Patrol;2013;1;18;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/19.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e19.mkv;tv_show;Paw Patrol;2013;1;19;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/1.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e01.mkv;tv_show;Paw Patrol;2013;1;1;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/20.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e20.mkv;tv_show;Paw Patrol;2013;1;20;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/21.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e21.mkv;tv_show;Paw Patrol;2013;1;21;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/22.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e22.mkv;tv_show;Paw Patrol;2013;1;22;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/23.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e23.mkv;tv_show;Paw Patrol;2013;1;23;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/24.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e24.mkv;tv_show;Paw Patrol;2013;1;24;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/25.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e25.mkv;tv_show;Paw Patrol;2013;1;25;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/2.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e02.mkv;tv_show;Paw Patrol;2013;1;2;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/3.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e03.mkv;tv_show;Paw Patrol;2013;1;3;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/4.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e04.mkv;tv_show;Paw Patrol;2013;1;4;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/5.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e05.mkv;tv_show;Paw Patrol;2013;1;5;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/6.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e06.mkv;tv_show;Paw Patrol;2013;1;6;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/7.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e07.mkv;tv_show;Paw Patrol;2013;1;7;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/8.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e08.mkv;tv_show;Paw Patrol;2013;1;8;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S01/9.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 01/Paw Patrol (2013) - s01e09.mkv;tv_show;Paw Patrol;2013;1;9;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/10.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e10.mkv;tv_show;Paw Patrol;2013;2;10;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/11.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e11.mkv;tv_show;Paw Patrol;2013;2;11;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/12.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e12.mkv;tv_show;Paw Patrol;2013;2;12;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/13.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e13.mkv;tv_show;Paw Patrol;2013;2;13;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/14.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e14.mkv;tv_show;Paw Patrol;2013;2;14;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/15.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e15.mkv;tv_show;Paw Patrol;2013;2;15;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/16.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e16.mkv;tv_show;Paw Patrol;2013;2;16;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/17.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e17.mkv;tv_show;Paw Patrol;2013;2;17;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/18.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e18.mkv;tv_show;Paw Patrol;2013;2;18;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/19.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e19.mkv;tv_show;Paw Patrol;2013;2;19;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/1.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e01.mkv;tv_show;Paw Patrol;2013;2;1;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/20.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e20.mkv;tv_show;Paw Patrol;2013;2;20;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/21.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e21.mkv;tv_show;Paw Patrol;2013;2;21;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/22.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e22.mkv;tv_show;Paw Patrol;2013;2;22;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/23.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e23.mkv;tv_show;Paw Patrol;2013;2;23;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/24.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e24.mkv;tv_show;Paw Patrol;2013;2;24;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/25.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e25.mkv;tv_show;Paw Patrol;2013;2;25;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/26.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e26.mkv;tv_show;Paw Patrol;2013;2;26;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/27.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e27.mkv;tv_show;Paw Patrol;2013;2;27;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/28.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e28.mkv;tv_show;Paw Patrol;2013;2;28;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/2.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e02.mkv;tv_show;Paw Patrol;2013;2;2;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/3.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e03.mkv;tv_show;Paw Patrol;2013;2;3;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/4.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e04.mkv;tv_show;Paw Patrol;2013;2;4;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/5.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e05.mkv;tv_show;Paw Patrol;2013;2;5;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/6.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e06.mkv;tv_show;Paw Patrol;2013;2;6;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/7.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e07.mkv;tv_show;Paw Patrol;2013;2;7;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/8.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e08.mkv;tv_show;Paw Patrol;2013;2;8;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S02/9.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 02/Paw Patrol (2013) - s02e09.mkv;tv_show;Paw Patrol;2013;2;9;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/10.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e10.mkv;tv_show;Paw Patrol;2013;3;10;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/11.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e11.mkv;tv_show;Paw Patrol;2013;3;11;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/12.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e12.mkv;tv_show;Paw Patrol;2013;3;12;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/13.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e13.mkv;tv_show;Paw Patrol;2013;3;13;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/14.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e14.mkv;tv_show;Paw Patrol;2013;3;14;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/15.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e15.mkv;tv_show;Paw Patrol;2013;3;15;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/16.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e16.mkv;tv_show;Paw Patrol;2013;3;16;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/17.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e17.mkv;tv_show;Paw Patrol;2013;3;17;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/18.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e18.mkv;tv_show;Paw Patrol;2013;3;18;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/19.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e19.mkv;tv_show;Paw Patrol;2013;3;19;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/1.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e01.mkv;tv_show;Paw Patrol;2013;3;1;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/20.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e20.mkv;tv_show;Paw Patrol;2013;3;20;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/21.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e21.mkv;tv_show;Paw Patrol;2013;3;21;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/22.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e22.mkv;tv_show;Paw Patrol;2013;3;22;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/23.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e23.mkv;tv_show;Paw Patrol;2013;3;23;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/24.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e24.mkv;tv_show;Paw Patrol;2013;3;24;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/25.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e25.mkv;tv_show;Paw Patrol;2013;3;25;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/26.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e26.mkv;tv_show;Paw Patrol;2013;3;26;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/27.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e27.mkv;tv_show;Paw Patrol;2013;3;27;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/28.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e28.mkv;tv_show;Paw Patrol;2013;3;28;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/2.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e02.mkv;tv_show;Paw Patrol;2013;3;2;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/3.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e03.mkv;tv_show;Paw Patrol;2013;3;3;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/4.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e04.mkv;tv_show;Paw Patrol;2013;3;4;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/5.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e05.mkv;tv_show;Paw Patrol;2013;3;5;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/6.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e06.mkv;tv_show;Paw Patrol;2013;3;6;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/7.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e07.mkv;tv_show;Paw Patrol;2013;3;7;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/8.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e08.mkv;tv_show;Paw Patrol;2013;3;8;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S03/9.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 03/Paw Patrol (2013) - s03e09.mkv;tv_show;Paw Patrol;2013;3;9;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/10.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e10.mkv;tv_show;Paw Patrol;2013;4;10;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/11.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e11.mkv;tv_show;Paw Patrol;2013;4;11;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/12.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e12.mkv;tv_show;Paw Patrol;2013;4;12;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/13.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e13.mkv;tv_show;Paw Patrol;2013;4;13;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/14.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e14.mkv;tv_show;Paw Patrol;2013;4;14;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/15.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e15.mkv;tv_show;Paw Patrol;2013;4;15;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/16.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e16.mkv;tv_show;Paw Patrol;2013;4;16;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/17.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e17.mkv;tv_show;Paw Patrol;2013;4;17;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/18.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e18.mkv;tv_show;Paw Patrol;2013;4;18;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/19.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e19.mkv;tv_show;Paw Patrol;2013;4;19;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/1.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e01.mkv;tv_show;Paw Patrol;2013;4;1;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/20.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e20.mkv;tv_show;Paw Patrol;2013;4;20;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/21.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e21.mkv;tv_show;Paw Patrol;2013;4;21;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/22.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e22.mkv;tv_show;Paw Patrol;2013;4;22;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/23.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e23.mkv;tv_show;Paw Patrol;2013;4;23;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/24.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e24.mkv;tv_show;Paw Patrol;2013;4;24;57532;{tvdb-272472};no
/mnt/synology/video/Детское/Paw Patrol/PAW.Patrol.S04/25.mkv;/mnt/synology/video/Kids/TV Shows/Paw Patrol (2013) {tvdb-272472}/Season 04/Paw Patrol (2013) - s04e25.mkv;tv_show;Paw Patrol;2013;4;25;57532;{tvdb-272472};no
